date,region_code,energy_consumption_mwh,data_type
2025-04-13,PJM,1867632,Day-ahead demand forecast
2025-04-13,PJM,1886871,Demand
2025-04-13,PJM,1892240,Demand
2025-04-13,PJM,1895585,Demand
2025-04-13,PJM,1889490,Demand
2025-04-13,PJM,1870865,Day-ahead demand forecast
2025-04-13,PJM,1867632,Day-ahead demand forecast
2025-04-13,PJM,1874616,Day-ahead demand forecast
2025-04-13,PJM,1878679,Day-ahead demand forecast
2025-04-13,PJM,1886871,Demand
2025-04-14,PJM,1973686,Demand
2025-04-14,PJM,1976451,Demand
2025-04-14,PJM,1977394,Demand
2025-04-14,PJM,1975338,Demand
2025-04-14,PJM,1973686,Demand
2025-04-14,PJM,1955837,Day-ahead demand forecast
2025-04-14,PJM,1959353,Day-ahead demand forecast
2025-04-14,PJM,1960218,Day-ahead demand forecast
2025-04-14,PJM,1957894,Day-ahead demand forecast
2025-04-14,PJM,1955837,Day-ahead demand forecast
2025-04-15,PJM,1979987,Demand
2025-04-15,PJM,1971985,Demand
2025-04-15,PJM,1969038,Demand
2025-04-15,PJM,1975621,Demand
2025-04-15,PJM,1970910,Day-ahead demand forecast
2025-04-15,PJM,1970910,Day-ahead demand forecast
2025-04-15,PJM,1963156,Day-ahead demand forecast
2025-04-15,PJM,1960075,Day-ahead demand forecast
2025-04-15,PJM,1966802,Day-ahead demand forecast
2025-04-15,PJM,1979987,Demand
2025-04-16,PJM,2013551,Demand
2025-04-16,PJM,2017088,Demand
2025-04-16,PJM,2015251,Demand
2025-04-16,PJM,2016102,Demand
2025-04-16,PJM,2017088,Demand
2025-04-16,PJM,2012480,Day-ahead demand forecast
2025-04-16,PJM,2006471,Day-ahead demand forecast
2025-04-16,PJM,2004033,Day-ahead demand forecast
2025-04-16,PJM,2009322,Day-ahead demand forecast
2025-04-16,PJM,2012480,Day-ahead demand forecast
2025-04-17,PJM,1976909,Demand
2025-04-17,PJM,1984899,Demand
2025-04-17,PJM,1988774,Demand
2025-04-17,PJM,1981075,Demand
2025-04-17,PJM,1976909,Demand
2025-04-17,PJM,1986458,Day-ahead demand forecast
2025-04-17,PJM,1994348,Day-ahead demand forecast
2025-04-17,PJM,1997485,Day-ahead demand forecast
2025-04-17,PJM,1990560,Day-ahead demand forecast
2025-04-17,PJM,1986458,Day-ahead demand forecast
2025-04-18,PJM,1900789,Demand
2025-04-18,PJM,1907138,Demand
2025-04-18,PJM,1908963,Demand
2025-04-18,PJM,1904267,Demand
2025-04-18,PJM,1924555,Day-ahead demand forecast
2025-04-18,PJM,1924555,Day-ahead demand forecast
2025-04-18,PJM,1934593,Day-ahead demand forecast
2025-04-18,PJM,1938153,Day-ahead demand forecast
2025-04-18,PJM,1930060,Day-ahead demand forecast
2025-04-18,PJM,1900789,Demand
2025-04-19,PJM,1860314,Demand
