date,region_code,energy_consumption_mwh,data_type
2025-05-04,ERCO,1085525,Day-ahead demand forecast
2025-05-04,ERCO,1114796,Demand
2025-05-04,ERCO,1112078,Demand
2025-05-04,ERCO,1109975,Demand
2025-05-04,ERCO,1113545,Demand
2025-05-04,ERCO,1084833,Day-ahead demand forecast
2025-05-04,ERCO,1085525,Day-ahead demand forecast
2025-05-04,ERCO,1084076,Day-ahead demand forecast
2025-05-04,ERCO,1084186,Day-ahead demand forecast
2025-05-04,ERCO,1114796,Demand
2025-05-05,ERCO,1151316,Demand
2025-05-05,ERCO,1151822,Demand
2025-05-05,ERCO,1152905,Demand
2025-05-05,ERCO,1151391,Demand
2025-05-05,ERCO,1151316,Demand
2025-05-05,ERCO,1188628,Day-ahead demand forecast
2025-05-05,ERCO,1184444,Day-ahead demand forecast
2025-05-05,ERCO,1181159,Day-ahead demand forecast
2025-05-05,ERCO,1186462,Day-ahead demand forecast
2025-05-05,ERCO,1188628,Day-ahead demand forecast
2025-05-06,ERCO,1185381,Demand
2025-05-06,ERCO,1182776,Demand
2025-05-06,ERCO,1180863,Demand
2025-05-06,ERCO,1184171,Demand
2025-05-06,ERCO,1227225,Day-ahead demand forecast
2025-05-06,ERCO,1227225,Day-ahead demand forecast
2025-05-06,ERCO,1226011,Day-ahead demand forecast
2025-05-06,ERCO,1224909,Day-ahead demand forecast
2025-05-06,ERCO,1226883,Day-ahead demand forecast
2025-05-06,ERCO,1185381,Demand
2025-05-07,ERCO,1219367,Demand
2025-05-07,ERCO,1222940,Demand
2025-05-07,ERCO,1221006,Demand
2025-05-07,ERCO,1222184,Demand
2025-05-07,ERCO,1222940,Demand
2025-05-07,ERCO,1242877,Day-ahead demand forecast
2025-05-07,ERCO,1243342,Day-ahead demand forecast
2025-05-07,ERCO,1243159,Day-ahead demand forecast
2025-05-07,ERCO,1243048,Day-ahead demand forecast
2025-05-07,ERCO,1242877,Day-ahead demand forecast
2025-05-08,ERCO,1214235,Demand
2025-05-08,ERCO,1216837,Demand
2025-05-08,ERCO,1219468,Demand
2025-05-08,ERCO,1215322,Demand
2025-05-08,ERCO,1214235,Demand
2025-05-08,ERCO,1224571,Day-ahead demand forecast
2025-05-08,ERCO,1224478,Day-ahead demand forecast
2025-05-08,ERCO,1225361,Day-ahead demand forecast
2025-05-08,ERCO,1224585,Day-ahead demand forecast
2025-05-08,ERCO,1224571,Day-ahead demand forecast
2025-05-09,ERCO,1189951,Demand
2025-05-09,ERCO,1188992,Demand
2025-05-09,ERCO,1188161,Demand
2025-05-09,ERCO,1189776,Demand
2025-05-09,ERCO,1192785,Day-ahead demand forecast
2025-05-09,ERCO,1192785,Day-ahead demand forecast
2025-05-09,ERCO,1193421,Day-ahead demand forecast
2025-05-09,ERCO,1194502,Day-ahead demand forecast
2025-05-09,ERCO,1193100,Day-ahead demand forecast
2025-05-09,ERCO,1189951,Demand
2025-05-10,ERCO,1147887,Demand
2025-05-10,ERCO,1145071,Demand
2025-05-10,ERCO,1146976,Demand
2025-05-10,ERCO,1145837,Demand
2025-05-10,ERCO,1125559,Day-ahead demand forecast
2025-05-10,ERCO,1125559,Day-ahead demand forecast
2025-05-10,ERCO,1127050,Day-ahead demand forecast
2025-05-10,ERCO,1129005,Day-ahead demand forecast
2025-05-10,ERCO,1126187,Day-ahead demand forecast
2025-05-10,ERCO,1145071,Demand
2025-05-11,ERCO,1110723,Demand
2025-05-11,ERCO,1112412,Demand
2025-05-11,ERCO,1112886,Demand
2025-05-11,ERCO,1111600,Demand
2025-05-11,ERCO,1110723,Demand
2025-05-11,ERCO,1134589,Day-ahead demand forecast
2025-05-11,ERCO,1137722,Day-ahead demand forecast
2025-05-11,ERCO,1136291,Day-ahead demand forecast
2025-05-11,ERCO,1136065,Day-ahead demand forecast
2025-05-11,ERCO,1134589,Day-ahead demand forecast
2025-05-12,ERCO,1252353,Demand
2025-05-12,ERCO,1242959,Demand
2025-05-12,ERCO,1237558,Demand
2025-05-12,ERCO,1247787,Demand
2025-05-12,ERCO,1250953,Day-ahead demand forecast
2025-05-12,ERCO,1250953,Day-ahead demand forecast
2025-05-12,ERCO,1240100,Day-ahead demand forecast
2025-05-12,ERCO,1235365,Day-ahead demand forecast
2025-05-12,ERCO,1245676,Day-ahead demand forecast
2025-05-12,ERCO,1252353,Demand
2025-05-13,ERCO,1389522,Demand
2025-05-13,ERCO,1406912,Demand
2025-05-13,ERCO,1395742,Demand
2025-05-13,ERCO,1401565,Demand
2025-05-13,ERCO,1416299,Day-ahead demand forecast
2025-05-13,ERCO,1416299,Day-ahead demand forecast
2025-05-13,ERCO,1406374,Day-ahead demand forecast
2025-05-13,ERCO,1400124,Day-ahead demand forecast
