date,region_code,energy_consumption_mwh,data_type
2025-05-04,SCL,21941,Day-ahead demand forecast
2025-05-04,SCL,22617,Demand
2025-05-04,SCL,22626,Demand
2025-05-04,SCL,22586,Demand
2025-05-04,SCL,22630,Demand
2025-05-04,SCL,21920,Day-ahead demand forecast
2025-05-04,SCL,21941,Day-ahead demand forecast
2025-05-04,SCL,21890,Day-ahead demand forecast
2025-05-04,SCL,21853,Day-ahead demand forecast
2025-05-04,SCL,22617,Demand
2025-05-05,SCL,24178,Demand
2025-05-05,SCL,24182,Demand
2025-05-05,SCL,24187,Demand
2025-05-05,SCL,24185,Demand
2025-05-05,SCL,24178,Demand
2025-05-05,SCL,23245,Day-ahead demand forecast
2025-05-05,SCL,23333,Day-ahead demand forecast
2025-05-05,SCL,23347,Day-ahead demand forecast
2025-05-05,SCL,23297,Day-ahead demand forecast
2025-05-05,SCL,23245,Day-ahead demand forecast
2025-05-06,SCL,22791,Demand
2025-05-06,SCL,22923,Demand
2025-05-06,SCL,22968,Demand
2025-05-06,SCL,22863,Demand
2025-05-06,SCL,22835,Day-ahead demand forecast
2025-05-06,SCL,22835,Day-ahead demand forecast
2025-05-06,SCL,22846,Day-ahead demand forecast
2025-05-06,SCL,22846,Day-ahead demand forecast
2025-05-06,SCL,22842,Day-ahead demand forecast
2025-05-06,SCL,22791,Demand
2025-05-07,SCL,22103,Demand
2025-05-07,SCL,22085,Demand
2025-05-07,SCL,22090,Demand
2025-05-07,SCL,22079,Demand
2025-05-07,SCL,22085,Demand
2025-05-07,SCL,22356,Day-ahead demand forecast
2025-05-07,SCL,22286,Day-ahead demand forecast
2025-05-07,SCL,22268,Day-ahead demand forecast
2025-05-07,SCL,22319,Day-ahead demand forecast
2025-05-07,SCL,22356,Day-ahead demand forecast
2025-05-08,SCL,22365,Demand
2025-05-08,SCL,22343,Demand
2025-05-08,SCL,22335,Demand
2025-05-08,SCL,22360,Demand
2025-05-08,SCL,22365,Demand
2025-05-08,SCL,22417,Day-ahead demand forecast
2025-05-08,SCL,22468,Day-ahead demand forecast
2025-05-08,SCL,22502,Day-ahead demand forecast
2025-05-08,SCL,22439,Day-ahead demand forecast
2025-05-08,SCL,22417,Day-ahead demand forecast
2025-05-09,SCL,22317,Demand
