date,region_code,energy_consumption_mwh,data_type
2025-04-13,AZPS,87400,Day-ahead demand forecast
2025-04-13,AZPS,86606,Demand
2025-04-13,AZPS,86871,Demand
2025-04-13,AZPS,86985,Demand
2025-04-13,AZPS,86772,Demand
2025-04-13,AZPS,87422,Day-ahead demand forecast
2025-04-13,AZPS,87400,Day-ahead demand forecast
2025-04-13,AZPS,87487,Day-ahead demand forecast
2025-04-13,AZPS,87622,Day-ahead demand forecast
2025-04-13,AZPS,86606,Demand
2025-04-14,AZPS,91614,Demand
2025-04-14,AZPS,91456,Demand
2025-04-14,AZPS,91225,Demand
2025-04-14,AZPS,91529,Demand
2025-04-14,AZPS,91614,Demand
2025-04-14,AZPS,90981,Day-ahead demand forecast
2025-04-14,AZPS,91053,Day-ahead demand forecast
2025-04-14,AZPS,91066,Day-ahead demand forecast
2025-04-14,AZPS,90952,Day-ahead demand forecast
2025-04-14,AZPS,90981,Day-ahead demand forecast
2025-04-15,AZPS,93311,Demand
2025-04-15,AZPS,92719,Demand
2025-04-15,AZPS,92218,Demand
2025-04-15,AZPS,93053,Demand
2025-04-15,AZPS,89373,Day-ahead demand forecast
2025-04-15,AZPS,89373,Day-ahead demand forecast
2025-04-15,AZPS,89600,Day-ahead demand forecast
2025-04-15,AZPS,89715,Day-ahead demand forecast
2025-04-15,AZPS,89479,Day-ahead demand forecast
2025-04-15,AZPS,93311,Demand
2025-04-16,AZPS,91102,Demand
2025-04-16,AZPS,89815,Demand
2025-04-16,AZPS,90571,Demand
2025-04-16,AZPS,90178,Demand
2025-04-16,AZPS,89815,Demand
2025-04-16,AZPS,86485,Day-ahead demand forecast
2025-04-16,AZPS,86477,Day-ahead demand forecast
2025-04-16,AZPS,86549,Day-ahead demand forecast
2025-04-16,AZPS,86472,Day-ahead demand forecast
2025-04-16,AZPS,86485,Day-ahead demand forecast
2025-04-17,AZPS,80434,Demand
2025-04-17,AZPS,80775,Demand
2025-04-17,AZPS,81072,Demand
2025-04-17,AZPS,80556,Demand
2025-04-17,AZPS,80434,Demand
2025-04-17,AZPS,78498,Day-ahead demand forecast
